===========|==================================|============|============|======|      
0x60000970 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000974 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000978 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000097C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000980 | 00000000000000000000000000111001 | 0x00000039 | 57         |    9 |      
0x60000984 | 00000000000000000000000000001011 | 0x0000000B | 11         |    |      
0x60000988 | 00000000000000000000000000001011 | 0x0000000B | 11         |    |      
0x6000098C | 00000110011100010001011111101010 | 0x067117EA | 108074986  | qê |      
0x60000990 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000994 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000998 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x6000099C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600009A0 | 00000000000000000000000000111001 | 0x00000039 | 57         |    9 |      
0x600009A4 | 00000000000000000000000000001011 | 0x0000000B | 11         |    |      
0x600009A8 | 00000000000000000000000000001011 | 0x0000000B | 11         |    |      
0x600009AC | 00000110000011000111100111101010 | 0x060C79EA | 101480938  |yê|      
0x600009B0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600009B4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600009B8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600009BC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600009C0 | 00000000000000000000000000111001 | 0x00000039 | 57         |    9 |      
0x600009C4 | 00000000000000000000000000001011 | 0x0000000B | 11         |    |      
0x600009C8 | 00000000000000000000000000001011 | 0x0000000B | 11         |    |      
0x600009CC | 00000101101001111101101011101010 | 0x05A7DAEA | 94886634   |  §Úê |      
0x600009D0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600009D4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600009D8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600009DC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600009E0 | 00000000000000000000000000111001 | 0x00000039 | 57         |    9 |      
0x600009E4 | 00000000000000000000000000001011 | 0x0000000B | 11         |    |      
0x600009E8 | 00000000000000000000000000001011 | 0x0000000B | 11         |    |      
0x600009EC | 00000101010000110011111011101010 | 0x05433EEA | 88293098   |  C>ê |      
0x600009F0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600009F4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600009F8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x600009FC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
===========|==================================|============|============|======|      
  ADDRESS  | 33222222222211111111110000000000 | HEX VALUE  | DEC VALUE  | STR  |      
           | 10987654321098765432109876543210 |            |            |      |      
===========|==================================|============|============|======|      
0x60000A00 | 00010001000100010110011001100110 | 0x11116666 | 286352998  |ff|      
0x60000A04 | 00000001000100010000000000000001 | 0x01110001 | 17891329   |    |      
0x60000A08 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000A0C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000A10 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000A14 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000A18 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000A1C | 00000000000000100000000000000000 | 0x00020000 | 131072     |      |      
0x60000A20 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000A24 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000A28 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000A2C | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000A30 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000A34 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000A38 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000A3C | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000A40 | 00010001000100010110011001100110 | 0x11116666 | 286352998  |ff|      
0x60000A44 | 00000001000100010000000000000001 | 0x01110001 | 17891329   |    |      
0x60000A48 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000A4C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000A50 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000A54 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000A58 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000A5C | 00000000000000100000000000000000 | 0x00020000 | 131072     |      |      
0x60000A60 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000A64 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000A68 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000A6C | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000A70 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000A74 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000A78 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000A7C | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000A80 | 00010001000100010110011001100110 | 0x11116666 | 286352998  |ff|      
0x60000A84 | 00000001000100010000000000000001 | 0x01110001 | 17891329   |    |      
0x60000A88 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000A8C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000A90 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000A94 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000A98 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000A9C | 00000000000000100000000000000000 | 0x00020000 | 131072     |      |      
0x60000AA0 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000AA4 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000AA8 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000AAC | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000AB0 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000AB4 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000AB8 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000ABC | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000AC0 | 00010001000100010110011001100110 | 0x11116666 | 286352998  |ff|      
0x60000AC4 | 00000001000100010000000000000001 | 0x01110001 | 17891329   |    |      
0x60000AC8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000ACC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000AD0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000AD4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000AD8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000ADC | 00000000000000100000000000000000 | 0x00020000 | 131072     |      |      
0x60000AE0 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000AE4 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000AE8 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000AEC | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000AF0 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000AF4 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000AF8 | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
0x60000AFC | 11111111111111111111111111111111 | 0xFFFFFFFF | 4294967295 | ÿÿÿÿ |      
===========|==================================|============|============|======|      
  ADDRESS  | 33222222222211111111110000000000 | HEX VALUE  | DEC VALUE  | STR  |      
           | 10987654321098765432109876543210 |            |            |      |      
===========|==================================|============|============|======|      
0x60000B00 | 00000000000000000000001000000000 | 0x00000200 | 512        |      |      
0x60000B04 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B08 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B0C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B10 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B14 | 00000000000000000000000000000010 | 0x00000002 | 2          |      |      
0x60000B18 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B1C | 00000000000000000000000000000010 | 0x00000002 | 2          |      |      
0x60000B20 | 00000000000000000000010000000000 | 0x00000400 | 1024       |      |      
0x60000B24 | 10000000000000000000000000000000 | 0x80000000 | 2147483648 |     |      
0x60000B28 | 10000000000000000000000000000000 | 0x80000000 | 2147483648 |     |      
0x60000B2C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B30 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B34 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B38 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B3C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B40 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B44 | 00000000111111100011001100111111 | 0x00FE333F | 16659263   |  þ3? |      
0x60000B48 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B4C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B50 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B54 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B58 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B5C | 00000000000100100000000011111110 | 0x001200FE | 1179902    |  þ |      
0x60000B60 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B64 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B68 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B6C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B70 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B74 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B78 | 00000000000010010001011100000000 | 0x00091700 | 595712     |    |      
0x60000B7C | 00000000000000000000000100000000 | 0x00000100 | 256        |      |      
0x60000B80 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B84 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B88 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B8C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B90 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B94 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B98 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000B9C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BA0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BA4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BA8 | 00000000000000000000000111111111 | 0x000001FF | 511        |    ÿ |      
0x60000BAC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BB0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BB4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BB8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BBC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BC0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BC4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BC8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BCC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BD0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BD4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BD8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BDC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BE0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BE4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BE8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BEC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BF0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BF4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000BF8 | 00010010000100000010010100000000 | 0x12102500 | 303047936  |% |      
0x60000BFC | 00000000000000000000011000000000 | 0x00000600 | 1536       |      |      
===========|==================================|============|============|======|      
  ADDRESS  | 33222222222211111111110000000000 | HEX VALUE  | DEC VALUE  | STR  |      
           | 10987654321098765432109876543210 |            |            |      |      
===========|==================================|============|============|======|      
0x60000C00 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C04 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C08 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C0C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C10 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C14 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C18 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C1C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C20 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C24 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C28 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C2C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C30 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C34 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C38 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C3C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C40 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C44 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C48 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C4C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C50 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C54 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C58 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C5C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C60 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C64 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C68 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C6C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C70 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C74 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C78 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C7C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C80 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C84 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C88 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C8C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C90 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C94 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C98 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000C9C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CA0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CA4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CA8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CAC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CB0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CB4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CB8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CBC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CC0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CC4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CC8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CCC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CD0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CD4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CD8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CDC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CE0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CE4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CE8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CEC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CF0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CF4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CF8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000CFC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
===========|==================================|============|============|======|      
  ADDRESS  | 33222222222211111111110000000000 | HEX VALUE  | DEC VALUE  | STR  |      
           | 10987654321098765432109876543210 |            |            |      |      
===========|==================================|============|============|======|      
0x60000D00 | 00000001010010100000011101100100 | 0x014A0764 | 21628772   |  J d |      
0x60000D04 | 00000001111000000000010101100001 | 0x01E00561 | 31458657   |  à a |      
0x60000D08 | 00000001001001010000001001101011 | 0x0125026B | 19202667   |  % k |      
0x60000D0C | 00000001010100010000000101100110 | 0x01510166 | 22085990   |  Q f |      
0x60000D10 | 00000001100100010000001001100111 | 0x01910267 | 26280551   |   g |      
0x60000D14 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000D18 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000D1C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000D20 | 00000111000000000000000000000000 | 0x07000000 | 117440512  |      |      
0x60000D24 | 00000111000000000000000000000000 | 0x07000000 | 117440512  |      |      
0x60000D28 | 00000111000000000000000000000000 | 0x07000000 | 117440512  |      |      
0x60000D2C | 00000111000000000000000000000000 | 0x07000000 | 117440512  |      |      
0x60000D30 | 00000111000000000000000000000000 | 0x07000000 | 117440512  |      |      
0x60000D34 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000D38 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000D3C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000D40 | 00011101000000001110000000000100 | 0x1D00E004 | 486596612  | à|      
0x60000D44 | 00000000000000000000000000101101 | 0x0000002D | 45         |    - |      
0x60000D48 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000D4C | 00000001000100010011110011110000 | 0x01113CF0 | 17906928   | <ð |      
0x60000D50 | 00000000000010010000100010111110 | 0x000908BE | 592062     |    ¾ |      
0x60000D54 | 00000000000001110000011100100111 | 0x00070727 | 460583     |    ' |      
0x60000D58 | 00000000010011110001011101010111 | 0x004F1757 | 5183319    | OW |      
0x60000D5C | 10000000000000000000010110101000 | 0x800005A8 | 2147485096 |   ¨ |      
0x60000D60 | 11000000000000000000000000000011 | 0xC0000003 | 3221225475 | À    |      
0x60000D64 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000D68 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000D6C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000D70 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000D74 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000D78 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000D7C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000D80 | 00000000000000000000011001001001 | 0x00000649 | 1609       |    I |      
0x60000D84 | 00000000000000000000001010000100 | 0x00000284 | 644        |     |      
0x60000D88 | 00000000000000000000001100000011 | 0x00000303 | 771        |      |      
0x60000D8C | 00000000000000000000001100110101 | 0x00000335 | 821        |    5 |      
0x60000D90 | 00000000000000000000010000010101 | 0x00000415 | 1045       |    |      
0x60000D94 | 00000000000000000000010000001011 | 0x0000040B | 1035       |    |      
0x60000D98 | 00000000000000000000011001010100 | 0x00000654 | 1620       |    T |      
0x60000D9C | 00000000000000000000011001001011 | 0x0000064B | 1611       |    K |      
0x60000DA0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DA4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DA8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DAC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DB0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DB4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DB8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DBC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DC0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DC4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DC8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DCC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DD0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DD4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DD8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DDC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DE0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DE4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DE8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DEC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DF0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DF4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DF8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000DFC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
===========|==================================|============|============|======|      
  ADDRESS  | 33222222222211111111110000000000 | HEX VALUE  | DEC VALUE  | STR  |      
           | 10987654321098765432109876543210 |            |            |      |      
===========|==================================|============|============|======|      
0x60000E00 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E04 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E08 | 00000010000110010000000000000000 | 0x02190000 | 35192832   |    |      
0x60000E0C | 00000000000000000000000000101010 | 0x0000002A | 42         |    * |      
0x60000E10 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E14 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E18 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E1C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E20 | 00000000000000000001100000100000 | 0x00001820 | 6176       |    |      
0x60000E24 | 00000000000000000000000001000000 | 0x00000040 | 64         |    @ |      
0x60000E28 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E2C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E30 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E34 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E38 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E3C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E40 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E44 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E48 | 00000010000110010000000000000000 | 0x02190000 | 35192832   |    |      
0x60000E4C | 00000000000000000000000000101010 | 0x0000002A | 42         |    * |      
0x60000E50 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E54 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E58 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E5C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E60 | 00000000000000000001100000100000 | 0x00001820 | 6176       |    |      
0x60000E64 | 00000000000000000000000001000000 | 0x00000040 | 64         |    @ |      
0x60000E68 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E6C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E70 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E74 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E78 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E7C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E80 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E84 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E88 | 00000010000110010000000000000000 | 0x02190000 | 35192832   |    |      
0x60000E8C | 00000000000000000000000000101010 | 0x0000002A | 42         |    * |      
0x60000E90 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E94 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E98 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000E9C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000EA0 | 00000000000000000001100000100000 | 0x00001820 | 6176       |    |      
0x60000EA4 | 00000000000000000000000001000000 | 0x00000040 | 64         |    @ |      
0x60000EA8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
